airline,source,destination,duration,total_stops,additional_info,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year,route_key,price
Jet Airways,delhi,cochin,800,1,in-flight meal not included,15,5,9,3,2019,"('delhi', 'cochin')",14053
Jet Airways,delhi,cochin,1280,1,no info,7,5,21,3,2019,"('delhi', 'cochin')",12767
Spicejet,delhi,cochin,380,1,no info,15,45,9,6,2019,"('delhi', 'cochin')",6297
Indigo,delhi,cochin,625,1,no info,10,35,18,5,2019,"('delhi', 'cochin')",7503
Multiple Carriers,delhi,cochin,630,1,no info,8,45,18,5,2019,"('delhi', 'cochin')",8476
Air India,delhi,cochin,1395,1,no info,20,0,27,5,2019,"('delhi', 'cochin')",8372
Spicejet,chennai,kolkata,140,0,no check-in baggage included,17,45,21,6,2019,"('chennai', 'kolkata')",3543
Indigo,delhi,cochin,300,1,no info,16,0,6,6,2019,"('delhi', 'cochin')",6069
Jet Airways,banglore,new delhi,920,1,no info,16,55,6,3,2019,"('banglore', 'new delhi')",16736
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,5,45,6,5,2019,"('mumbai', 'hyderabad')",1965
Multiple Carriers,delhi,cochin,480,1,no info,13,0,9,5,2019,"('delhi', 'cochin')",8073
Vistara,mumbai,hyderabad,1505,1,no info,15,40,6,3,2019,"('mumbai', 'hyderabad')",12395
Spicejet,delhi,cochin,295,1,no info,17,55,21,5,2019,"('delhi', 'cochin')",5975
Multiple Carriers,delhi,cochin,900,1,in-flight meal not included,6,0,27,6,2019,"('delhi', 'cochin')",6007
Indigo,mumbai,hyderabad,90,0,no info,2,35,27,5,2019,"('mumbai', 'hyderabad')",2754
Indigo,kolkata,banglore,150,0,no info,14,25,24,5,2019,"('kolkata', 'banglore')",5224
Indigo,delhi,cochin,480,1,no info,14,20,27,3,2019,"('delhi', 'cochin')",6938
Goair,banglore,new delhi,175,0,no info,20,55,15,3,2019,"('banglore', 'new delhi')",8722
Air India,banglore,new delhi,855,1,no info,9,30,3,3,2019,"('banglore', 'new delhi')",11654
Spicejet,banglore,delhi,175,0,no check-in baggage included,21,10,27,5,2019,"('banglore', 'delhi')",3257
Air India,delhi,cochin,1730,2,no info,14,25,9,5,2019,"('delhi', 'cochin')",13591
Spicejet,chennai,kolkata,135,0,no check-in baggage included,8,20,27,6,2019,"('chennai', 'kolkata')",3543
Jet Airways,banglore,new delhi,860,1,no info,7,0,12,3,2019,"('banglore', 'new delhi')",13817
Jet Airways,delhi,cochin,1475,2,in-flight meal not included,19,10,27,3,2019,"('delhi', 'cochin')",8882
Multiple Carriers,delhi,cochin,690,1,no info,7,30,24,6,2019,"('delhi', 'cochin')",10877
Indigo,kolkata,banglore,150,0,no info,15,15,6,4,2019,"('kolkata', 'banglore')",4174
Indigo,delhi,cochin,275,1,no info,7,35,27,5,2019,"('delhi', 'cochin')",5054
Multiple Carriers,delhi,cochin,480,1,no info,13,0,3,6,2019,"('delhi', 'cochin')",7408
Spicejet,kolkata,banglore,145,0,no check-in baggage included,9,0,27,6,2019,"('kolkata', 'banglore')",3841
Indigo,delhi,cochin,570,1,no info,16,0,9,4,2019,"('delhi', 'cochin')",6573
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,19,35,9,5,2019,"('mumbai', 'hyderabad')",2759
Air India,delhi,cochin,795,1,no info,9,45,27,5,2019,"('delhi', 'cochin')",8907
Jet Airways,delhi,cochin,1025,2,in-flight meal not included,19,30,18,5,2019,"('delhi', 'cochin')",10368
Air India,delhi,cochin,1180,2,no info,12,0,12,6,2019,"('delhi', 'cochin')",8603
Indigo,banglore,delhi,180,0,no info,21,15,21,5,2019,"('banglore', 'delhi')",3943
Indigo,delhi,cochin,750,1,no info,8,30,12,6,2019,"('delhi', 'cochin')",6093
Spicejet,delhi,cochin,295,1,no info,17,55,24,6,2019,"('delhi', 'cochin')",4957
Indigo,kolkata,banglore,155,0,no info,22,15,15,6,2019,"('kolkata', 'banglore')",4804
Jet Airways,banglore,new delhi,640,1,no info,22,50,18,3,2019,"('banglore', 'new delhi')",13555
Multiple Carriers,delhi,cochin,555,1,no info,13,15,9,5,2019,"('delhi', 'cochin')",8888
Indigo,chennai,kolkata,140,0,no info,22,5,27,3,2019,"('chennai', 'kolkata')",5277
Air India,kolkata,banglore,1435,1,no info,20,30,24,3,2019,"('kolkata', 'banglore')",12173
Indigo,kolkata,banglore,165,0,no info,9,35,24,6,2019,"('kolkata', 'banglore')",4804
Jet Airways,banglore,new delhi,1200,1,no info,11,40,18,3,2019,"('banglore', 'new delhi')",12284
Spicejet,banglore,delhi,170,0,no info,9,30,1,5,2019,"('banglore', 'delhi')",4423
Jet Airways,delhi,cochin,1415,1,no info,19,15,21,3,2019,"('delhi', 'cochin')",12347
Spicejet,kolkata,banglore,150,0,no info,14,55,6,4,2019,"('kolkata', 'banglore')",3873
Jet Airways,delhi,cochin,885,1,in-flight meal not included,21,50,24,6,2019,"('delhi', 'cochin')",10262
Air Asia,kolkata,banglore,150,0,no info,19,35,18,3,2019,"('kolkata', 'banglore')",4384
Jet Airways,banglore,delhi,180,0,in-flight meal not included,19,50,24,5,2019,"('banglore', 'delhi')",6144
Jet Airways,delhi,cochin,540,1,in-flight meal not included,10,0,24,6,2019,"('delhi', 'cochin')",10262
Multiple Carriers,delhi,cochin,560,1,no info,11,40,27,5,2019,"('delhi', 'cochin')",7005
Jet Airways,kolkata,banglore,665,1,in-flight meal not included,21,10,12,6,2019,"('kolkata', 'banglore')",8529
Air India,delhi,cochin,1180,2,no info,12,0,6,6,2019,"('delhi', 'cochin')",8603
Indigo,delhi,cochin,880,2,no info,6,40,21,3,2019,"('delhi', 'cochin')",6494
Air India,delhi,cochin,1275,2,no info,22,0,9,6,2019,"('delhi', 'cochin')",10441
Indigo,banglore,delhi,170,0,no info,8,30,15,5,2019,"('banglore', 'delhi')",4823
Goair,banglore,delhi,175,0,no info,7,45,21,4,2019,"('banglore', 'delhi')",4632
Indigo,delhi,cochin,560,1,no info,6,50,27,4,2019,"('delhi', 'cochin')",6442
Indigo,delhi,cochin,275,1,no info,7,35,27,6,2019,"('delhi', 'cochin')",5054
Multiple Carriers,delhi,cochin,540,1,no info,7,10,3,6,2019,"('delhi', 'cochin')",7878
Vistara,banglore,delhi,160,0,no info,7,0,15,6,2019,"('banglore', 'delhi')",4878
Jet Airways,delhi,cochin,1570,1,no info,2,15,9,3,2019,"('delhi', 'cochin')",15029
Air India,banglore,new delhi,1490,1,no info,10,30,15,3,2019,"('banglore', 'new delhi')",7013
Indigo,mumbai,hyderabad,85,0,no info,6,20,27,3,2019,"('mumbai', 'hyderabad')",3175
Air India,mumbai,hyderabad,85,0,no info,15,0,15,3,2019,"('mumbai', 'hyderabad')",2050
Air India,delhi,cochin,170,0,no info,5,10,9,3,2019,"('delhi', 'cochin')",5831
Multiple Carriers,delhi,cochin,490,1,in-flight meal not included,12,50,27,6,2019,"('delhi', 'cochin')",6007
Air India,kolkata,banglore,1195,2,no info,12,0,9,5,2019,"('kolkata', 'banglore')",9416
Jet Airways,kolkata,banglore,1520,1,no info,9,35,6,5,2019,"('kolkata', 'banglore')",13067
Jet Airways,kolkata,banglore,1720,1,in-flight meal not included,18,55,24,5,2019,"('kolkata', 'banglore')",10844
Jet Airways,kolkata,banglore,330,1,in-flight meal not included,6,30,9,6,2019,"('kolkata', 'banglore')",10844
Indigo,kolkata,banglore,155,0,no info,15,30,12,4,2019,"('kolkata', 'banglore')",4174
Indigo,delhi,cochin,345,1,no info,21,50,27,4,2019,"('delhi', 'cochin')",6307
Air India,delhi,cochin,970,2,no info,17,15,6,3,2019,"('delhi', 'cochin')",9417
Jet Airways,banglore,new delhi,390,1,in-flight meal not included,5,50,9,3,2019,"('banglore', 'new delhi')",10037
Indigo,kolkata,banglore,220,1,no info,19,35,1,4,2019,"('kolkata', 'banglore')",4226
Jet Airways,banglore,new delhi,1045,1,in-flight meal not included,11,40,18,3,2019,"('banglore', 'new delhi')",11087
Air India,mumbai,hyderabad,990,2,no info,5,30,6,3,2019,"('mumbai', 'hyderabad')",9678
Air India,delhi,cochin,1730,2,no info,14,25,6,6,2019,"('delhi', 'cochin')",13591
Spicejet,banglore,delhi,170,0,no info,9,30,9,5,2019,"('banglore', 'delhi')",4991
Jet Airways,kolkata,banglore,475,1,in-flight meal not included,8,25,1,4,2019,"('kolkata', 'banglore')",7851
Jet Airways,kolkata,banglore,1330,1,in-flight meal not included,6,30,6,5,2019,"('kolkata', 'banglore')",8586
Jet Airways,kolkata,banglore,1585,1,in-flight meal not included,13,55,24,3,2019,"('kolkata', 'banglore')",10031
Jet Airways,kolkata,banglore,1630,1,no info,20,25,6,6,2019,"('kolkata', 'banglore')",14151
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,22,45,15,5,2019,"('mumbai', 'hyderabad')",1965
Jet Airways,banglore,delhi,180,0,in-flight meal not included,17,45,27,6,2019,"('banglore', 'delhi')",7229
Vistara,kolkata,banglore,965,1,no info,17,0,1,5,2019,"('kolkata', 'banglore')",8452
Jet Airways,kolkata,banglore,395,1,no info,17,0,21,5,2019,"('kolkata', 'banglore')",14151
Multiple Carriers,delhi,cochin,750,1,no info,13,0,1,6,2019,"('delhi', 'cochin')",13377
Air India,kolkata,banglore,890,1,no info,19,0,1,4,2019,"('kolkata', 'banglore')",4227
Spicejet,kolkata,banglore,140,0,no info,22,20,27,6,2019,"('kolkata', 'banglore')",3873
Jet Airways,delhi,cochin,1025,2,in-flight meal not included,19,30,24,6,2019,"('delhi', 'cochin')",10368
Air India,banglore,new delhi,165,0,no info,6,10,24,3,2019,"('banglore', 'new delhi')",3758
Goair,delhi,cochin,370,1,no info,7,25,1,6,2019,"('delhi', 'cochin')",6393
Multiple Carriers,delhi,cochin,570,1,no info,11,30,18,5,2019,"('delhi', 'cochin')",13727
Vistara,banglore,delhi,170,0,no info,21,0,12,6,2019,"('banglore', 'delhi')",4668
Air India,banglore,new delhi,905,2,no info,8,50,1,3,2019,"('banglore', 'new delhi')",17345
Air India,kolkata,banglore,805,1,no info,7,0,18,5,2019,"('kolkata', 'banglore')",11306
Indigo,banglore,delhi,175,0,no info,18,55,15,5,2019,"('banglore', 'delhi')",4823
Jet Airways,delhi,cochin,335,1,in-flight meal not included,22,50,3,6,2019,"('delhi', 'cochin')",10262
Jet Airways,kolkata,banglore,1550,1,in-flight meal not included,18,55,6,6,2019,"('kolkata', 'banglore')",10844
Multiple Carriers,delhi,cochin,720,1,no info,9,0,12,6,2019,"('delhi', 'cochin')",13587
Vistara,kolkata,banglore,1550,1,no info,17,0,9,5,2019,"('kolkata', 'banglore')",8820
Air Asia,kolkata,banglore,150,0,no info,19,55,1,4,2019,"('kolkata', 'banglore')",3807
Jet Airways,delhi,cochin,535,1,in-flight meal not included,9,55,27,3,2019,"('delhi', 'cochin')",5963
Air India,banglore,new delhi,655,2,no info,10,30,1,3,2019,"('banglore', 'new delhi')",11213
Multiple Carriers,delhi,cochin,675,1,no info,8,0,3,6,2019,"('delhi', 'cochin')",15058
Multiple Carriers,delhi,cochin,615,1,no info,9,0,9,4,2019,"('delhi', 'cochin')",12853
Indigo,kolkata,banglore,155,0,no info,17,15,18,5,2019,"('kolkata', 'banglore')",4804
Vistara,kolkata,banglore,1640,1,no info,17,0,9,5,2019,"('kolkata', 'banglore')",9555
Spicejet,kolkata,banglore,140,0,no info,22,20,27,3,2019,"('kolkata', 'banglore')",3847
Jet Airways,kolkata,banglore,450,1,in-flight meal not included,21,10,12,5,2019,"('kolkata', 'banglore')",8586
Air India,kolkata,banglore,1100,2,no info,7,0,12,5,2019,"('kolkata', 'banglore')",13243
Indigo,kolkata,banglore,315,1,no info,15,15,9,5,2019,"('kolkata', 'banglore')",4565
Multiple Carriers,delhi,cochin,460,1,no info,4,55,9,6,2019,"('delhi', 'cochin')",10877
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,2,55,1,4,2019,"('mumbai', 'hyderabad')",2228
Jet Airways,mumbai,hyderabad,90,0,no info,19,35,15,3,2019,"('mumbai', 'hyderabad')",5678
Jet Airways,delhi,cochin,940,1,in-flight meal not included,20,55,3,6,2019,"('delhi', 'cochin')",10262
Jet Airways,kolkata,banglore,850,1,in-flight meal not included,8,25,1,4,2019,"('kolkata', 'banglore')",7064
Jet Airways,kolkata,banglore,865,1,in-flight meal not included,18,55,1,4,2019,"('kolkata', 'banglore')",7064
Air India,mumbai,hyderabad,560,2,no info,5,30,6,3,2019,"('mumbai', 'hyderabad')",13757
Jet Airways,delhi,cochin,1480,2,no info,18,20,12,6,2019,"('delhi', 'cochin')",14300
Air India,delhi,cochin,1410,2,no info,19,45,15,6,2019,"('delhi', 'cochin')",9653
Jet Airways,delhi,cochin,865,1,in-flight meal not included,14,0,9,5,2019,"('delhi', 'cochin')",12373
Spicejet,kolkata,banglore,145,0,no check-in baggage included,9,0,3,5,2019,"('kolkata', 'banglore')",3841
Jet Airways,kolkata,banglore,345,1,no info,14,5,6,5,2019,"('kolkata', 'banglore')",14781
Jet Airways,kolkata,banglore,1630,1,no info,20,25,6,5,2019,"('kolkata', 'banglore')",10953
Jet Airways,kolkata,banglore,400,1,in-flight meal not included,14,5,15,5,2019,"('kolkata', 'banglore')",10844
Indigo,delhi,cochin,940,1,no info,6,50,9,5,2019,"('delhi', 'cochin')",6734
Air India,delhi,cochin,1275,2,no info,22,0,6,6,2019,"('delhi', 'cochin')",10441
Indigo,delhi,cochin,415,1,no info,18,35,18,5,2019,"('delhi', 'cochin')",7503
Indigo,banglore,delhi,170,0,no info,22,10,1,5,2019,"('banglore', 'delhi')",3943
Jet Airways,kolkata,banglore,475,1,no info,8,25,21,5,2019,"('kolkata', 'banglore')",14781
Jet Airways,kolkata,banglore,365,1,in-flight meal not included,16,30,6,5,2019,"('kolkata', 'banglore')",10844
Indigo,chennai,kolkata,140,0,no info,7,55,15,5,2019,"('chennai', 'kolkata')",3850
Indigo,kolkata,banglore,150,0,no info,14,25,21,4,2019,"('kolkata', 'banglore')",5644
Spicejet,chennai,kolkata,135,0,no info,8,20,18,3,2019,"('chennai', 'kolkata')",3859
Spicejet,kolkata,banglore,150,0,no check-in baggage included,14,55,6,4,2019,"('kolkata', 'banglore')",3841
Jet Airways,kolkata,banglore,1495,1,in-flight meal not included,18,55,9,6,2019,"('kolkata', 'banglore')",10844
Jet Airways,delhi,cochin,715,1,in-flight meal not included,7,5,9,6,2019,"('delhi', 'cochin')",10262
Air India,delhi,cochin,615,1,no info,9,0,27,5,2019,"('delhi', 'cochin')",9929
Air India,delhi,cochin,875,1,no info,17,40,6,6,2019,"('delhi', 'cochin')",7258
Indigo,banglore,delhi,185,0,no info,18,15,21,6,2019,"('banglore', 'delhi')",4990
Jet Airways,delhi,cochin,810,2,in-flight meal not included,5,30,15,6,2019,"('delhi', 'cochin')",11507
Jet Airways,delhi,cochin,1655,1,in-flight meal not included,9,0,18,5,2019,"('delhi', 'cochin')",12373
Air India,mumbai,hyderabad,80,0,no info,6,20,21,3,2019,"('mumbai', 'hyderabad')",3100
Air India,delhi,cochin,1210,2,no info,13,15,27,5,2019,"('delhi', 'cochin')",10467
Air India,kolkata,banglore,905,1,no info,16,50,24,5,2019,"('kolkata', 'banglore')",8576
Indigo,banglore,delhi,170,0,no info,4,0,12,6,2019,"('banglore', 'delhi')",3943
Jet Airways,kolkata,banglore,575,1,no info,9,35,6,6,2019,"('kolkata', 'banglore')",14151
Air India,kolkata,banglore,970,2,no info,16,45,12,6,2019,"('kolkata', 'banglore')",14960
Indigo,chennai,kolkata,140,0,no info,13,15,27,6,2019,"('chennai', 'kolkata')",3597
Air India,delhi,cochin,2280,3,no info,5,15,15,6,2019,"('delhi', 'cochin')",10703
Goair,banglore,new delhi,175,0,no info,20,55,3,3,2019,"('banglore', 'new delhi')",7222
Jet Airways,kolkata,banglore,800,1,no info,20,0,21,5,2019,"('kolkata', 'banglore')",14781
Air India,banglore,delhi,165,0,no info,10,0,24,4,2019,"('banglore', 'delhi')",6121
Air India,banglore,new delhi,1330,1,no info,11,5,1,3,2019,"('banglore', 'new delhi')",13439
Multiple Carriers,delhi,cochin,660,1,no info,8,0,15,5,2019,"('delhi', 'cochin')",10197
Vistara,kolkata,banglore,900,1,no info,7,10,24,3,2019,"('kolkata', 'banglore')",12942
Indigo,banglore,new delhi,165,0,no info,0,40,3,3,2019,"('banglore', 'new delhi')",6144
Spicejet,delhi,cochin,315,1,no info,6,5,9,4,2019,"('delhi', 'cochin')",5351
Air India,chennai,kolkata,135,0,no info,11,40,15,6,2019,"('chennai', 'kolkata')",4667
Air India,kolkata,banglore,1555,2,no info,9,10,12,6,2019,"('kolkata', 'banglore')",6117
Indigo,delhi,cochin,305,1,no info,23,30,27,6,2019,"('delhi', 'cochin')",9165
Goair,delhi,cochin,310,1,no info,14,25,24,6,2019,"('delhi', 'cochin')",7870
Multiple Carriers,delhi,cochin,900,1,no info,6,0,27,3,2019,"('delhi', 'cochin')",8055
Spicejet,kolkata,banglore,140,0,no check-in baggage included,22,20,24,6,2019,"('kolkata', 'banglore')",3841
Spicejet,chennai,kolkata,135,0,no info,9,45,24,5,2019,"('chennai', 'kolkata')",3597
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,2,55,21,6,2019,"('mumbai', 'hyderabad')",4995
Jet Airways,kolkata,banglore,730,1,in-flight meal not included,21,10,21,5,2019,"('kolkata', 'banglore')",10844
Indigo,delhi,cochin,480,1,no info,7,30,27,3,2019,"('delhi', 'cochin')",8574
Indigo,delhi,cochin,705,1,no info,9,15,1,6,2019,"('delhi', 'cochin')",7258
Air India,mumbai,hyderabad,75,0,no info,19,30,6,3,2019,"('mumbai', 'hyderabad')",5462
Jet Airways,delhi,cochin,745,1,in-flight meal not included,16,0,24,6,2019,"('delhi', 'cochin')",10262
Jet Airways,delhi,cochin,1490,2,no info,11,45,12,6,2019,"('delhi', 'cochin')",13882
Multiple Carriers,delhi,cochin,795,1,no info,6,0,21,5,2019,"('delhi', 'cochin')",8266
Indigo,banglore,delhi,170,0,no info,20,0,27,4,2019,"('banglore', 'delhi')",4823
Jet Airways,banglore,delhi,180,0,no info,19,50,9,5,2019,"('banglore', 'delhi')",7229
Indigo,chennai,kolkata,140,0,no info,7,55,9,3,2019,"('chennai', 'kolkata')",6297
Air India,banglore,new delhi,1010,2,no info,17,25,12,3,2019,"('banglore', 'new delhi')",12778
Jet Airways,kolkata,banglore,450,1,in-flight meal not included,21,10,12,6,2019,"('kolkata', 'banglore')",7594
Jet Airways,kolkata,banglore,1295,1,no info,20,25,12,5,2019,"('kolkata', 'banglore')",14151
Indigo,mumbai,hyderabad,90,0,no info,9,10,24,6,2019,"('mumbai', 'hyderabad')",4049
Vistara,kolkata,banglore,700,1,no info,7,10,15,5,2019,"('kolkata', 'banglore')",9345
Multiple Carriers,delhi,cochin,690,1,no info,14,0,6,6,2019,"('delhi', 'cochin')",13377
Indigo,banglore,delhi,170,0,no info,13,0,15,4,2019,"('banglore', 'delhi')",4591
Indigo,mumbai,hyderabad,90,0,no info,19,5,1,4,2019,"('mumbai', 'hyderabad')",2754
Air India,kolkata,banglore,245,1,no info,9,10,12,5,2019,"('kolkata', 'banglore')",8996
Air India,mumbai,hyderabad,825,1,no info,10,0,6,3,2019,"('mumbai', 'hyderabad')",11678
Jet Airways,banglore,new delhi,1365,1,in-flight meal not included,8,55,21,3,2019,"('banglore', 'new delhi')",7412
Air India,delhi,cochin,735,2,no info,7,0,27,3,2019,"('delhi', 'cochin')",10913
Multiple Carriers,delhi,cochin,765,1,no info,9,45,3,6,2019,"('delhi', 'cochin')",9646
Air Asia,kolkata,banglore,720,1,no info,22,40,15,5,2019,"('kolkata', 'banglore')",5192
Multiple Carriers,delhi,cochin,690,1,no info,7,30,15,5,2019,"('delhi', 'cochin')",9315
Spicejet,mumbai,hyderabad,90,0,no info,22,45,21,6,2019,"('mumbai', 'hyderabad')",2017
Jet Airways,delhi,cochin,1620,2,no info,9,35,9,6,2019,"('delhi', 'cochin')",13292
Vistara,kolkata,banglore,1640,1,no info,17,0,18,5,2019,"('kolkata', 'banglore')",9555
Jet Airways,delhi,cochin,660,1,no info,8,0,18,5,2019,"('delhi', 'cochin')",15554
Jet Airways,delhi,cochin,1270,1,in-flight meal not included,21,50,9,6,2019,"('delhi', 'cochin')",10262
Goair,kolkata,banglore,455,1,no info,16,40,9,6,2019,"('kolkata', 'banglore')",9495
Jet Airways,kolkata,banglore,775,1,in-flight meal not included,21,10,12,6,2019,"('kolkata', 'banglore')",8529
Indigo,banglore,delhi,170,0,no info,10,10,15,4,2019,"('banglore', 'delhi')",4423
Air India,banglore,new delhi,1900,2,no info,8,50,6,3,2019,"('banglore', 'new delhi')",14143
Indigo,kolkata,banglore,275,1,no info,19,35,24,4,2019,"('kolkata', 'banglore')",4860
Jet Airways,delhi,cochin,360,1,in-flight meal not included,13,0,24,6,2019,"('delhi', 'cochin')",10262
Jet Airways,kolkata,banglore,1005,1,no info,17,0,6,6,2019,"('kolkata', 'banglore')",12692
Vistara,banglore,new delhi,175,0,no info,21,10,9,3,2019,"('banglore', 'new delhi')",7240
Jet Airways,kolkata,banglore,570,1,no info,14,5,15,5,2019,"('kolkata', 'banglore')",13941
Indigo,chennai,kolkata,145,0,no info,5,15,6,5,2019,"('chennai', 'kolkata')",3540
Jet Airways,delhi,cochin,540,1,no info,10,0,15,6,2019,"('delhi', 'cochin')",14714
Indigo,kolkata,banglore,155,0,no info,4,40,12,6,2019,"('kolkata', 'banglore')",4804
Multiple Carriers,delhi,cochin,440,1,no info,11,40,9,6,2019,"('delhi', 'cochin')",11789
Multiple Carriers,delhi,cochin,835,1,no info,11,40,21,3,2019,"('delhi', 'cochin')",7695
Jet Airways,delhi,cochin,1365,2,in-flight meal not included,5,40,6,3,2019,"('delhi', 'cochin')",17271
Jet Airways,delhi,cochin,300,1,no info,14,0,15,6,2019,"('delhi', 'cochin')",14714
Vistara,banglore,delhi,170,0,no info,21,0,18,4,2019,"('banglore', 'delhi')",5613
Vistara,kolkata,banglore,765,1,no info,20,20,1,5,2019,"('kolkata', 'banglore')",8452
Indigo,banglore,delhi,180,0,no info,21,15,27,4,2019,"('banglore', 'delhi')",3943
Jet Airways,kolkata,banglore,735,1,no info,20,0,21,5,2019,"('kolkata', 'banglore')",14781
Multiple Carriers,delhi,cochin,615,1,no info,9,0,27,6,2019,"('delhi', 'cochin')",14848
Spicejet,delhi,cochin,375,1,no info,16,35,6,3,2019,"('delhi', 'cochin')",7185
Jet Airways,delhi,cochin,450,1,no info,20,55,9,6,2019,"('delhi', 'cochin')",14924
Multiple Carriers,delhi,cochin,730,1,no info,6,40,6,3,2019,"('delhi', 'cochin')",15135
Jet Airways,delhi,cochin,1425,1,no info,19,15,18,5,2019,"('delhi', 'cochin')",15554
Jet Airways,kolkata,banglore,1215,1,no info,8,25,9,6,2019,"('kolkata', 'banglore')",13731
Air India,kolkata,banglore,1600,2,no info,9,50,24,5,2019,"('kolkata', 'banglore')",15170
Air India,banglore,new delhi,495,1,no info,0,30,12,3,2019,"('banglore', 'new delhi')",13492
Jet Airways,kolkata,banglore,665,1,in-flight meal not included,21,10,6,5,2019,"('kolkata', 'banglore')",7757
Jet Airways,delhi,cochin,1015,1,in-flight meal not included,11,30,9,6,2019,"('delhi', 'cochin')",10262
Air India,banglore,new delhi,170,0,no info,13,20,1,3,2019,"('banglore', 'new delhi')",12526
Indigo,kolkata,banglore,155,0,no info,20,20,3,5,2019,"('kolkata', 'banglore')",4804
Jet Airways,delhi,cochin,810,2,no info,5,30,3,6,2019,"('delhi', 'cochin')",13014
Indigo,delhi,cochin,480,1,no info,17,30,15,5,2019,"('delhi', 'cochin')",6979
Multiple Carriers,delhi,cochin,860,1,no info,4,55,27,6,2019,"('delhi', 'cochin')",7155
Air Asia,delhi,cochin,870,1,no info,7,55,15,6,2019,"('delhi', 'cochin')",6253
Indigo,delhi,cochin,425,1,no info,5,5,24,6,2019,"('delhi', 'cochin')",6442
Jet Airways,kolkata,banglore,585,1,no info,18,55,9,6,2019,"('kolkata', 'banglore')",14178
Jet Airways,delhi,cochin,1145,1,in-flight meal not included,17,30,24,6,2019,"('delhi', 'cochin')",10262
Indigo,chennai,kolkata,140,0,no info,5,15,24,3,2019,"('chennai', 'kolkata')",4326
Jet Airways,banglore,delhi,175,0,in-flight meal not included,15,15,18,4,2019,"('banglore', 'delhi')",5198
Indigo,delhi,cochin,415,1,no info,18,35,6,6,2019,"('delhi', 'cochin')",6628
Indigo,delhi,cochin,415,1,no info,18,35,3,6,2019,"('delhi', 'cochin')",6628
Indigo,kolkata,banglore,240,1,no info,6,20,6,6,2019,"('kolkata', 'banglore')",4226
Jet Airways,banglore,new delhi,565,1,no info,22,50,18,3,2019,"('banglore', 'new delhi')",13555
Air India,chennai,kolkata,135,0,no info,11,40,9,6,2019,"('chennai', 'kolkata')",4667
Jet Airways,mumbai,hyderabad,90,0,no info,10,20,18,5,2019,"('mumbai', 'hyderabad')",5678
Indigo,delhi,cochin,195,0,no info,21,5,21,6,2019,"('delhi', 'cochin')",5406
Multiple Carriers,delhi,cochin,735,1,no info,8,45,27,5,2019,"('delhi', 'cochin')",7740
Air India,delhi,cochin,965,1,no info,17,20,1,4,2019,"('delhi', 'cochin')",5117
Air Asia,banglore,delhi,165,0,no info,11,10,24,4,2019,"('banglore', 'delhi')",3383
Multiple Carriers,delhi,cochin,375,1,no info,13,0,1,6,2019,"('delhi', 'cochin')",16108
Indigo,delhi,cochin,345,1,no info,2,0,1,6,2019,"('delhi', 'cochin')",6386
Spicejet,kolkata,banglore,520,1,no info,8,35,21,5,2019,"('kolkata', 'banglore')",6381
Air India,kolkata,banglore,1830,2,no info,12,0,12,6,2019,"('kolkata', 'banglore')",9416
Indigo,chennai,kolkata,145,0,no info,11,35,12,6,2019,"('chennai', 'kolkata')",3858
Jet Airways,kolkata,banglore,1595,1,in-flight meal not included,20,0,6,6,2019,"('kolkata', 'banglore')",10844
Indigo,chennai,kolkata,140,0,no info,14,45,12,6,2019,"('chennai', 'kolkata')",3597
Jet Airways,banglore,new delhi,1420,1,no info,8,0,6,3,2019,"('banglore', 'new delhi')",14815
Indigo,mumbai,hyderabad,90,0,no info,21,20,27,6,2019,"('mumbai', 'hyderabad')",2227
Goair,delhi,cochin,540,1,no info,10,35,3,4,2019,"('delhi', 'cochin')",5135
Air India,delhi,cochin,185,0,no info,18,5,9,6,2019,"('delhi', 'cochin')",8456
Multiple Carriers,delhi,cochin,515,1,no info,17,0,21,3,2019,"('delhi', 'cochin')",7363
Jet Airways,kolkata,banglore,1655,1,no info,6,30,21,5,2019,"('kolkata', 'banglore')",13941
Spicejet,kolkata,banglore,145,0,no info,9,0,18,6,2019,"('kolkata', 'banglore')",3873
Multiple Carriers,delhi,cochin,460,1,no info,17,15,21,5,2019,"('delhi', 'cochin')",7858
Jet Airways,banglore,delhi,180,0,in-flight meal not included,8,20,27,6,2019,"('banglore', 'delhi')",6478
Indigo,chennai,kolkata,140,0,no info,14,45,1,5,2019,"('chennai', 'kolkata')",3597
Indigo,banglore,delhi,170,0,no info,10,10,24,6,2019,"('banglore', 'delhi')",3943
Jet Airways,delhi,cochin,335,1,in-flight meal not included,22,50,12,6,2019,"('delhi', 'cochin')",10262
Vistara,mumbai,hyderabad,1190,1,no info,20,55,6,3,2019,"('mumbai', 'hyderabad')",12395
Jet Airways,banglore,delhi,180,0,in-flight meal not included,8,20,24,6,2019,"('banglore', 'delhi')",5769
Jet Airways,banglore,new delhi,570,1,in-flight meal not included,5,45,21,3,2019,"('banglore', 'new delhi')",7832
